Assembly	K|Best match locus	K|Match confidence	K|Coverage	K|Identity	OC|Best match locus	OC|Match confidence	OC|Coverage	OC|Identity
GCF_005786585.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_005786005.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_005784965.1	KL77	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_005786215.1	KL77	Very high	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_900494665.1	KL47	Very high	100.00%	99.22%	OCL1	Very high	100.00%	98.12%
GCF_005819005.1	KL47	Very high	100.00%	99.22%	OCL1	Very high	100.00%	98.12%
GCF_005819065.1	KL47	Very high	100.00%	99.22%	OCL1	Very high	100.00%	98.12%
GCF_009760075.1	KL47	Very high	100.00%	99.22%	OCL1	Very high	100.00%	98.12%
GCF_900495515.1	KL47	Very high	100.00%	99.22%	OCL1	Very high	100.00%	98.12%
GCF_009759935.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_009759985.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_015731965.1	KL45	Good	99.97%	99.07%	OCL1	Very high	100.00%	98.12%
GCF_015731955.1	KL45	Very high	100.00%	99.09%	OCL1	Very high	100.00%	98.12%
GCF_015731975.1	KL45	Very high	100.00%	99.09%	OCL1	Very high	100.00%	98.12%
GCF_900496755.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900496955.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900496845.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900496695.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900496775.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900494835.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900494985.1	KL52	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_900494415.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900494995.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900494425.1	KL52	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_009760235.1	KL28	Very high	100.00%	97.51%	OCL1	Very high	100.00%	98.12%
GCF_009760305.1	KL28	Good	99.99%	97.51%	OCL1	Very high	100.00%	98.12%
GCF_009759905.1	KL28	Very high	100.00%	97.51%	OCL1	Very high	100.00%	98.12%
GCF_006365365.1	KL14	Very high	100.00%	99.17%	OCL1	Very high	100.00%	98.12%
GCF_006367675.1	KL14	Very high	100.00%	99.17%	OCL1	Very high	100.00%	98.12%
GCF_006368105.1	KL14	Very high	100.00%	99.16%	OCL1	Very high	100.00%	98.12%
GCF_001863055.1	KL14	Very high	100.00%	99.17%	OCL1	Very high	100.00%	98.12%
GCF_006367515.1	KL14	Very high	100.00%	99.17%	OCL1	Very high	100.00%	98.12%
GCF_006366575.1	KL14	Very high	100.00%	99.17%	OCL1	Very high	100.00%	98.12%
GCF_001862535.1	KL14	Very high	100.00%	99.17%	OCL1	Very high	100.00%	98.12%
GCF_001864315.1	KL14	Very high	100.00%	99.16%	OCL1	Very high	100.00%	98.12%
GCF_003356295.1	KL34	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_003356445.1	KL34	Good	99.78%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003356385.1	KL34	High	99.78%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003356315.1	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003356285.1	KL34	Very high	100.00%	99.96%	OCL1	Good	100.00%	98.12%
GCF_003356345.1	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003356565.1	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003356185.1	KL34	High	99.78%	99.74%	OCL1	Good	100.00%	98.12%
GCF_000787355.1	KL34	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003356235.1	KL34	High	100.00%	99.74%	OCL1	Good	100.00%	98.12%
GCF_001573085.1	KL34	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_006368165.1	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003949755.1	KL34	Good	95.85%	99.99%	OCL1	Good	98.30%	98.09%
GCF_000419385.1	KL34	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000299655.1	KL34	Good	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003356125.1	KL34	Very high	100.00%	99.96%	OCL1	Good	100.00%	98.12%
GCF_003356425.1	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003356405.1	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	97.48%
GCF_000805295.1	KL34	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000804715.1	KL34	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000804735.1	KL34	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000804655.1	KL34	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000804745.1	KL34	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000804665.1	KL34	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003356485.1	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003356155.1	KL34	Very high	100.00%	99.96%	OCL1	High	99.38%	98.11%
GCF_003356365.1	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003356205.1	KL34	Very high	100.00%	99.96%	OCL1	Good	100.00%	98.12%
GCF_003356265.1	KL34	Very high	100.00%	99.96%	OCL1	Good	100.00%	98.12%
GCF_003356455.1	KL34	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_007999145.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_007999165.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_007999225.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_007999405.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_007999555.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_007999605.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_007999635.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_006365865.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_006366665.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_006367195.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_006368045.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_006367735.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_002992505.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_006366365.1	KL3	High	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_002992705.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003965825.1	KL3	Good	97.11%	98.80%	OCL1	Very high	100.00%	98.12%
GCF_002992225.1	KL3	High	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005863405.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003941785.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_007713645.1	KL3	Good	99.37%	98.82%	OCL1	Very high	100.00%	98.12%
GCF_003357005.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_014560815.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_014560245.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_006365685.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_006367205.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_001680475.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_001617895.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_006367015.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005785355.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003183965.1	KL3	Very high	100.00%	98.81%	OCL1	Very high	100.00%	98.12%
GCF_002992365.1	KL3	High	100.00%	98.83%	OCL1	Very high	100.00%	98.11%
GCF_003347375.1	KL3	Good	100.00%	98.84%	OCL1	Good	100.00%	97.34%
GCF_005785775.1	KL7	Very high	100.00%	99.54%	OCL1	Very high	100.00%	98.12%
GCF_010178695.1	KL12	Very high	100.00%	99.92%	OCL1	Very high	100.00%	98.12%
GCF_010500035.1	KL12	Very high	100.00%	99.92%	OCL1	Very high	100.00%	98.12%
GCF_002239865.1	KL2	Very high	100.00%	99.76%	OCL1	Good	100.00%	98.12%
GCF_002249425.1	KL2	Very high	100.00%	99.76%	OCL1	Good	100.00%	98.12%
GCF_002249465.1	KL2	Very high	100.00%	99.76%	OCL1	Good	100.00%	98.12%
GCF_002249505.1	KL2	Very high	100.00%	99.76%	OCL1	Good	100.00%	98.12%
GCF_005819115.1	KL47	Very high	100.00%	99.22%	OCL1	Very high	100.00%	98.12%
GCF_005819595.1	KL47	Very high	100.00%	99.22%	OCL1	Very high	100.00%	98.12%
GCF_009760325.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002951235.1	KL2	Good	99.42%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002951375.1	KL2	Low	91.82%	99.95%	OCL1	Good	98.96%	98.11%
GCF_002950715.1	KL2	None	90.64%	99.95%	OCL1	Very high	100.00%	98.12%
GCF_002950815.1	KL2	Good	99.69%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000809445.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000811945.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000811405.3	KL2	None	87.03%	100.00%	OCL1	Good	99.38%	98.10%
GCF_000810915.3	KL2	Very high	99.84%	99.98%	OCL1	Very high	100.00%	98.12%
GCF_001666195.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002951075.1	KL2	Good	99.86%	100.00%	OCL1	Very high	100.00%	98.11%
GCF_002014235.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000809705.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002014445.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000809765.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002237955.1	KL2	High	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002277235.1	KL2	Good	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_013618855.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000805305.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_001863545.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003352485.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002017415.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.13%
GCF_000515475.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000810865.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.11%
GCF_000810875.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.11%
GCF_000515675.1	KL2	Very high	100.00%	99.99%	OCL1	Good	100.00%	98.12%
GCF_000811105.3	KL2	Very high	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_000811245.3	KL2	Very high	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_000949175.2	KL2	Very high	100.00%	99.99%	OCL1	Good	100.00%	98.12%
GCF_002951135.1	KL2	Good	99.55%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000515935.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_014561045.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_014560905.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003202135.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003336045.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000804905.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000516595.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_010587005.1	KL2	Good	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_001541765.1	KL2	Good	99.99%	100.00%	OCL1	Very high	99.93%	98.12%
GCF_002119275.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_014889435.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900477765.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000810765.3	KL2	Very high	100.00%	99.98%	OCL1	Very high	100.00%	98.12%
GCF_002017765.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.11%
GCF_001665095.1	KL22	None	79.87%	97.04%	OCL1	Very high	100.00%	98.12%
GCF_005819165.1	KL9	Very high	100.00%	99.57%	OCL1	Very high	100.00%	98.12%
GCF_000516355.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000809565.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000515515.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000808845.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.11%
GCF_002143655.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000810265.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_001664915.1	KL2	Good	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002951015.1	KL2	None	89.39%	100.00%	OCL1	Good	100.00%	98.12%
GCF_001806485.1	KL9	Good	95.75%	92.49%	OCL1	Very high	100.00%	98.12%
GCF_009736565.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_006366805.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_006367085.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_006365635.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_006367625.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_006366715.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_006365455.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_009738015.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000368225.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003939395.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_014560575.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_016745715.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.11%
GCF_000332855.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_001541875.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002143935.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002761575.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002119285.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_005819625.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117595.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117845.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117605.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117775.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117755.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900477535.2	KL2	Very high	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_900477545.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900477565.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900476915.2	KL2	High	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_900117585.2	KL2	High	99.99%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117815.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117895.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117685.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117735.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117945.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000517485.2	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_006365405.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_006366635.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_013618775.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.11%
GCF_015732075.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002277585.1	KL28	None	99.34%	95.17%	OCL1	Very high	100.00%	98.12%
GCF_006367805.1	KL7	Very high	100.00%	99.54%	OCL1	Very high	100.00%	98.12%
GCF_002183245.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000808885.3	KL2	None	89.31%	99.96%	OCL1	Very high	100.00%	98.12%
GCF_000949195.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000513795.2	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.11%
GCF_000811325.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000515835.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000810945.3	KL2	Good	97.85%	99.98%	OCL1	Very high	100.00%	98.12%
GCF_000810205.3	KL2	Good	96.17%	99.96%	OCL1	Very high	100.00%	98.12%
GCF_900118065.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900118155.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003020325.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.11%
GCF_001664645.1	KL124	None	75.27%	88.61%	OCL1	Very high	100.00%	98.12%
GCF_002017345.1	KL124	None	75.36%	88.61%	OCL1	Very high	100.00%	98.12%
GCF_000770905.1	KL7	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000808815.3	KL2	Good	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000810905.3	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002182545.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000810165.3	KL2	Good	99.95%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000810405.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000516175.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002017405.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.09%
GCF_002183485.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_001666665.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003939465.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003939505.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003941125.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_010500115.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117705.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117885.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117795.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_003355915.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003356105.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003355985.1	KL3	High	99.76%	98.82%	OCL1	Very high	100.00%	98.12%
GCF_003356525.1	KL3	High	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003356945.1	KL3	High	100.00%	98.58%	OCL1	Very high	100.00%	98.12%
GCF_003357085.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003355885.1	KL3	High	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_003356685.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005784825.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_007113715.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_002992875.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_002116575.1	KL3	Good	99.32%	98.82%	OCL1	Very high	100.00%	98.12%
GCF_002212465.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_001680375.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_001861995.1	KL3	High	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005784885.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005785325.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005785405.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005785615.1	KL3	Good	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005784725.1	KL3	Very high	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_013140315.1	KL3	Good	100.00%	98.83%	OCL1	Very high	100.00%	98.12%
GCF_005785945.1	KL7	Very high	100.00%	99.54%	OCL1	Very high	100.00%	98.12%
GCF_000811645.3	KL2	None	100.00%	97.42%	OCL1	Very high	100.00%	98.12%
GCF_900519195.1	KL16	High	100.00%	99.03%	OCL1	Very high	100.00%	98.12%
GCF_005786305.1	KL32	Low	99.97%	99.09%	OCL1	Good	100.00%	98.12%
GCF_000802895.1	KL47	Very high	100.00%	99.22%	OCL1	Very high	100.00%	98.12%
GCF_002249335.1	KL2	Very high	100.00%	99.76%	OCL1	Good	100.00%	98.12%
GCF_002249655.1	KL2	Very high	100.00%	99.76%	OCL1	Good	100.00%	98.12%
GCF_002017675.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_002182965.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000808775.3	KL2	Very high	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_000811145.3	KL2	Good	99.98%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002182765.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.01%
GCF_002017425.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.09%
GCF_002014195.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.11%
GCF_000723125.1	KL2	Very high	99.99%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_013618815.1	KL2	Good	100.00%	99.99%	OCL1	Very high	100.00%	98.11%
GCF_000787235.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_001864565.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_014560235.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_014561135.1	KL7	Very high	100.00%	99.47%	OCL1	Very high	100.00%	98.12%
GCF_003352665.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.11%
GCF_002183845.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002143265.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000810525.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000809045.3	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000809665.3	KL2	Good	95.92%	99.96%	OCL1	Good	100.00%	98.12%
GCF_002017055.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002017125.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_002017525.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_000453865.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000939575.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_000301375.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_015708195.1	KL2	None	91.24%	99.99%	OCL1	Good	100.00%	98.09%
GCF_001864755.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_014560295.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_015694655.1	KL2	Very high	100.00%	99.99%	OCL1	Very high	100.00%	98.12%
GCF_014560665.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_014889395.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900478085.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_001052675.1	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900477285.2	KL2	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900117975.2	KL2	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_900477165.2	KL2	Very high	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900477245.2	KL2	Perfect	100.00%	100.00%	OCL1	Very high	100.00%	98.12%
GCF_900118025.2	KL2	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
GCF_900118035.2	KL2	Perfect	100.00%	100.00%	OCL1	Good	100.00%	98.12%
