assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	strain	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date
GCF_002573905.1	PRJNA224116	SAMN07236632	NIWL00000000.1	na	470	470	Acinetobacter baumannii	GaenseEi-1		latest	Scaffold	Major	Full	2017/10/17	ASM257390v1	Robert Koch Institute	GCA_002573905.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/573/905/GCF_002573905.1_ASM257390v1			na
GCF_002573915.1	PRJNA224116	SAMN07236633	NIWM00000000.1	na	470	470	Acinetobacter baumannii	Gaensemehl-2		latest	Contig	Major	Full	2017/10/17	ASM257391v1	Robert Koch Institute	GCA_002573915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/573/915/GCF_002573915.1_ASM257391v1			na
GCF_002634325.1	PRJNA224116	SAMN07311776	NNSI00000000.1	na	470	470	Acinetobacter baumannii	ABA2114		latest	Scaffold	Major	Full	2017/10/23	ASM263432v1	Pasteur Institut of Ivory Coast	GCA_002634325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/634/325/GCF_002634325.1_ASM263432v1			na
GCF_002634345.1	PRJNA224116	SAMN07311775	NNSJ00000000.1	na	470	470	Acinetobacter baumannii	ABA1614		latest	Scaffold	Major	Full	2017/10/23	ASM263434v1	Pasteur Institut of Ivory Coast	GCA_002634345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/634/345/GCF_002634345.1_ASM263434v1			na
GCF_002724085.1	PRJNA224116	SAMN07514512	NXGU00000000.1	na	470	470	Acinetobacter baumannii	Abau471		latest	Contig	Major	Full	2017/10/26	ASM272408v1	Universite de Lome	GCA_002724085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/724/085/GCF_002724085.1_ASM272408v1			na
GCF_002727055.2	PRJNA224116	SAMN07689236	NXDV00000000.1	na	470	470	Acinetobacter baumannii	I43		latest	Scaffold	Major	Full	2018/03/14	ASM272705v2	Universidade Federal de Mato Grosso	GCA_002727055.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/727/055/GCF_002727055.2_ASM272705v2			na
GCF_002741415.1	PRJNA224116	SAMN07736509		na	470	470	Acinetobacter baumannii	A388		latest	Complete Genome	Major	Full	2017/11/02	ASM274141v1	University of Melbourne	GCA_002741415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/741/415/GCF_002741415.1_ASM274141v1			na
GCF_002753915.1	PRJNA224116	SAMN07945345		na	470	470	Acinetobacter baumannii	AbPK1		latest	Complete Genome	Major	Full	2017/11/06	ASM275391v1	University of Georgia	GCA_002753915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/753/915/GCF_002753915.1_ASM275391v1			na
GCF_002760695.1	PRJNA224116	SAMN06459018	MWTR00000000.1	na	470	470	Acinetobacter baumannii	MBL_M1		latest	Scaffold	Major	Full	2017/11/07	ASM276069v1	UR12SP37-EA7361	GCA_002760695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/760/695/GCF_002760695.1_ASM276069v1			na
GCF_002760715.1	PRJNA224116	SAMN06459221	MWTU00000000.1	na	470	470	Acinetobacter baumannii	MBL_M4		latest	Scaffold	Major	Full	2017/11/07	ASM276071v1	UR12SP37-EA7361	GCA_002760715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/760/715/GCF_002760715.1_ASM276071v1			na
GCF_002760785.1	PRJNA224116	SAMN06461248	MWTW00000000.1	na	470	470	Acinetobacter baumannii	MBL_M6		latest	Scaffold	Major	Full	2017/11/07	ASM276078v1	UR12SP37-EA7361	GCA_002760785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/760/785/GCF_002760785.1_ASM276078v1			na
GCF_002760835.1	PRJNA224116	SAMN06461382	MWUA00000000.1	na	470	470	Acinetobacter baumannii	MBL_M10		latest	Scaffold	Major	Full	2017/11/07	ASM276083v1	UR12SP37-EA7361	GCA_002760835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/760/835/GCF_002760835.1_ASM276083v1			na
GCF_002761575.1	PRJNA224116	SAMN07445112		na	470	470	Acinetobacter baumannii	AYP-A2		latest	Complete Genome	Major	Full	2017/11/07	ASM276157v1	The University of Melbourne	GCA_002761575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/761/575/GCF_002761575.1_ASM276157v1			na
GCF_002762095.1	PRJNA224116	SAMN07943355		na	470	470	Acinetobacter baumannii	Ab4977		latest	Complete Genome	Major	Full	2017/11/08	ASM276209v1	State Key Laboratory of Pathogen and Biosecurity	GCA_002762095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/762/095/GCF_002762095.1_ASM276209v1			na
GCF_002762115.1	PRJNA224116	SAMN07943353		na	470	470	Acinetobacter baumannii	Ab4568		latest	Complete Genome	Major	Full	2017/11/08	ASM276211v1	State Key Laboratory of Pathogen and Biosecurity	GCA_002762115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/762/115/GCF_002762115.1_ASM276211v1			na
GCF_002762155.1	PRJNA224116	SAMN07943354		na	470	470	Acinetobacter baumannii	Ab4653		latest	Complete Genome	Major	Full	2017/11/08	ASM276215v1	State Key Laboratory of Pathogen and Biosecurity	GCA_002762155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/762/155/GCF_002762155.1_ASM276215v1			na
GCF_002762495.1	PRJNA224116	SAMN07977424	PEST00000000.1	na	470	470	Acinetobacter baumannii	VB3373		latest	Contig	Major	Full	2017/11/11	ASM276249v1	Christian Medical College	GCA_002762495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/762/495/GCF_002762495.1_ASM276249v1			na
GCF_002762505.1	PRJNA224116	SAMN07977423	PESU00000000.1	na	470	470	Acinetobacter baumannii	VB2265		latest	Contig	Major	Full	2017/11/11	ASM276250v1	Christian Medical College	GCA_002762505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/762/505/GCF_002762505.1_ASM276250v1			na
GCF_002762535.1	PRJNA224116	SAMN07977425	PESS00000000.1	na	470	470	Acinetobacter baumannii	VB17782		latest	Contig	Major	Full	2017/11/11	ASM276253v1	Christian Medical College	GCA_002762535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/762/535/GCF_002762535.1_ASM276253v1			na
GCF_002803655.2	PRJNA224116	SAMN08043814	PHHB00000000.2	na	470	470	Acinetobacter baumannii	ZQ1		latest	Scaffold	Major	Full	2018/03/30	ASM280365v2	College of Medicine/Al-Nahrain University	GCA_002803655.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/803/655/GCF_002803655.2_ASM280365v2			na
GCF_002837005.1	PRJNA224116	SAMN07178309	NIBH00000000.1	na	470	470	Acinetobacter baumannii	SMGC-AB2		latest	Contig	Major	Full	2017/12/12	ASM283700v1	Institute of Microbiology, Chinese Academy of Sciences	GCA_002837005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/005/GCF_002837005.1_ASM283700v1			na
GCF_002837035.1	PRJNA224116	SAMN07178308	NIBI00000000.1	na	470	470	Acinetobacter baumannii	SMGC-AB1		latest	Contig	Major	Full	2017/12/12	ASM283703v1	Institute of Microbiology, Chinese Academy of Sciences	GCA_002837035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/035/GCF_002837035.1_ASM283703v1			na
GCF_002837885.2	PRJNA224116	SAMN08093368	PHJT00000000.3	na	470	470	Acinetobacter baumannii	ZQ9		latest	Scaffold	Major	Full	2018/03/30	ASM283788v3	College of Medicine/Al-Nahrain University	GCA_002837885.3	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/885/GCF_002837885.2_ASM283788v3			na
GCF_002837895.2	PRJNA224116	SAMN08093367	PHJU00000000.2	na	470	470	Acinetobacter baumannii	ZQ8		latest	Scaffold	Major	Full	2018/03/30	ASM283789v2	College of Medicine/Al-Nahrain University	GCA_002837895.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/895/GCF_002837895.2_ASM283789v2			na
GCF_002837905.2	PRJNA224116	SAMN08093369	PHJS00000000.2	na	470	470	Acinetobacter baumannii	ZQ10		latest	Scaffold	Major	Full	2018/03/30	ASM283790v2	College of Medicine/Al-Nahrain University	GCA_002837905.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/905/GCF_002837905.2_ASM283790v2			na
GCF_002837945.2	PRJNA224116	SAMN08093363	PHJY00000000.2	na	470	470	Acinetobacter baumannii	ZQ4		latest	Scaffold	Major	Full	2018/03/30	ASM283794v2	College of Medicine/Al-Nahrain University	GCA_002837945.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/945/GCF_002837945.2_ASM283794v2			na
GCF_002837955.2	PRJNA224116	SAMN08093364	PHJX00000000.2	na	470	470	Acinetobacter baumannii	ZQ5		latest	Scaffold	Major	Full	2018/03/30	ASM283795v2	College of Medicine/Al-Nahrain University	GCA_002837955.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/955/GCF_002837955.2_ASM283795v2			na
GCF_002837985.2	PRJNA224116	SAMN08093366	PHJV00000000.2	na	470	470	Acinetobacter baumannii	ZQ7		latest	Scaffold	Major	Full	2018/03/30	ASM283798v2	College of Medicine/Al-Nahrain University	GCA_002837985.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/837/985/GCF_002837985.2_ASM283798v2			na
GCF_002838005.2	PRJNA224116	SAMN08093365	PHJW00000000.2	na	470	470	Acinetobacter baumannii	ZQ6		latest	Scaffold	Major	Full	2018/03/30	ASM283800v2	College of Medicine/Al-Nahrain University	GCA_002838005.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/838/005/GCF_002838005.2_ASM283800v2			na
GCF_002838015.2	PRJNA224116	SAMN08093361	PHKA00000000.2	na	470	470	Acinetobacter baumannii	ZQ2		latest	Scaffold	Major	Full	2018/03/30	ASM283801v2	College of Medicine/Al-Nahrain University	GCA_002838015.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/838/015/GCF_002838015.2_ASM283801v2			na
GCF_002838025.2	PRJNA224116	SAMN08093362	PHJZ00000000.2	na	470	470	Acinetobacter baumannii	ZQ3		latest	Scaffold	Major	Full	2018/03/30	ASM283802v2	College of Medicine/Al-Nahrain University	GCA_002838025.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/838/025/GCF_002838025.2_ASM283802v2			na
GCF_002843665.1	PRJNA224116	SAMN08054861		na	470	470	Acinetobacter baumannii		SMC_Paed_Ab_BL01	latest	Complete Genome	Major	Full	2017/12/17	ASM284366v1	Sungkyunkwan University School of Medicine	GCA_002843665.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/665/GCF_002843665.1_ASM284366v1			na
GCF_002863545.1	PRJNA224116	SAMN07785154	PEIF00000000.1	na	470	470	Acinetobacter baumannii	GU71		latest	Scaffold	Major	Full	2018/01/04	ASM286354v1	Gauhati University	GCA_002863545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/545/GCF_002863545.1_ASM286354v1			na
GCF_002885855.1	PRJNA224116	SAMN07571854	NSJA00000000.1	na	470	470	Acinetobacter baumannii	247		latest	Contig	Major	Full	2018/01/16	ASM288585v1	Universite de Lome	GCA_002885855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/885/855/GCF_002885855.1_ASM288585v1			na
GCF_002902885.1	PRJNA224116	SAMN06040401		na	470	470	Acinetobacter baumannii	ABNIH28		latest	Complete Genome	Major	Full	2018/01/29	ASM290288v1	NIH	GCA_002902885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/902/885/GCF_002902885.1_ASM290288v1			na
GCF_002922935.1	PRJNA224116	SAMN08452006	PQVM00000000.1	na	470	470	Acinetobacter baumannii	Ab804		latest	Contig	Major	Full	2018/02/07	ASM292293v1	University of Sao Paulo	GCA_002922935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/922/935/GCF_002922935.1_ASM292293v1			na
GCF_002927775.1	PRJNA224116	SAMN07303773	NRSN00000000.1	na	470	470	Acinetobacter baumannii	MCR9238		latest	Scaffold	Major	Full	2018/02/14	ASM292777v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002927775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/927/775/GCF_002927775.1_ASM292777v1			na
GCF_002927805.1	PRJNA224116	SAMN07303775	NQXH00000000.1	na	470	470	Acinetobacter baumannii	MCR10172		latest	Scaffold	Major	Full	2018/02/14	ASM292780v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002927805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/927/805/GCF_002927805.1_ASM292780v1			na
GCF_002927855.1	PRJNA224116	SAMN07303765	NQXQ00000000.1	na	470	470	Acinetobacter baumannii	HEU3		latest	Scaffold	Major	Full	2018/02/14	ASM292785v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002927855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/927/855/GCF_002927855.1_ASM292785v1			na
GCF_002927895.1	PRJNA224116	SAMN07303764	NQXR00000000.1	na	470	470	Acinetobacter baumannii	IHSS3526		latest	Scaffold	Major	Full	2018/02/14	ASM292789v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002927895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/927/895/GCF_002927895.1_ASM292789v1			na
GCF_002927915.1	PRJNA224116	SAMN07303781	NQXB00000000.1	na	470	470	Acinetobacter baumannii	HEU5		latest	Contig	Major	Full	2018/02/14	ASM292791v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002927915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/927/915/GCF_002927915.1_ASM292791v1			na
GCF_002927965.1	PRJNA224116	SAMN07303776	NQXG00000000.1	na	470	470	Acinetobacter baumannii	MCR10179		latest	Scaffold	Major	Full	2018/02/14	ASM292796v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002927965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/927/965/GCF_002927965.1_ASM292796v1			na
GCF_002927995.1	PRJNA224116	SAMN07303774	NQXI00000000.1	na	470	470	Acinetobacter baumannii	MCR10126		latest	Scaffold	Major	Full	2018/02/14	ASM292799v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002927995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/927/995/GCF_002927995.1_ASM292799v1			na
GCF_002928015.1	PRJNA224116	SAMN07303771	NQXK00000000.1	na	470	470	Acinetobacter baumannii	MCR8676		latest	Scaffold	Major	Full	2018/02/14	ASM292801v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002928015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/928/015/GCF_002928015.1_ASM292801v1			na
GCF_002928035.1	PRJNA224116	SAMN07303767	NQXO00000000.1	na	470	470	Acinetobacter baumannii	MCR6739		latest	Scaffold	Major	Full	2018/02/14	ASM292803v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002928035.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/928/035/GCF_002928035.1_ASM292803v1			na
GCF_002928075.1	PRJNA224116	SAMN07303761	NQXU00000000.1	na	470	470	Acinetobacter baumannii	HEU2		latest	Contig	Major	Full	2018/02/14	ASM292807v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002928075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/928/075/GCF_002928075.1_ASM292807v1			na
GCF_002928095.1	PRJNA224116	SAMN07303779	NQXD00000000.1	na	470	470	Acinetobacter baumannii	HEU55808		latest	Contig	Major	Full	2018/02/14	ASM292809v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002928095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/928/095/GCF_002928095.1_ASM292809v1			na
GCF_002928135.1	PRJNA224116	SAMN07303770	NQXL00000000.1	na	470	470	Acinetobacter baumannii	MCR6056		latest	Scaffold	Major	Full	2018/02/14	ASM292813v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002928135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/928/135/GCF_002928135.1_ASM292813v1			na
GCF_002928145.1	PRJNA224116	SAMN07303769	NQXM00000000.1	na	470	470	Acinetobacter baumannii	HC9436		latest	Scaffold	Major	Full	2018/02/14	ASM292814v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002928145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/928/145/GCF_002928145.1_ASM292814v1			na
GCF_002928155.1	PRJNA224116	SAMN07303763	NQXS00000000.1	na	470	470	Acinetobacter baumannii	MCR8683		latest	Scaffold	Major	Full	2018/02/14	ASM292815v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002928155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/928/155/GCF_002928155.1_ASM292815v1			na
GCF_002928195.1	PRJNA224116	SAMN07303762	NQXT00000000.1	na	470	470	Acinetobacter baumannii	MCR56		latest	Scaffold	Major	Full	2018/02/14	ASM292819v1	Center for Genomic Sciences, National Autonomous University of Mexico (UNAM)	GCA_002928195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/928/195/GCF_002928195.1_ASM292819v1			na
GCF_002947415.1	PRJNA224116	SAMN04014897		na	470	470	Acinetobacter baumannii	AR_0056		latest	Complete Genome	Major	Full	2018/02/18	ASM294741v1	Centers for Disease Control and Prevention	GCA_002947415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/947/415/GCF_002947415.1_ASM294741v1			na
GCF_002947845.1	PRJNA224116	SAMN04014904		na	470	470	Acinetobacter baumannii	AR_0063		latest	Complete Genome	Major	Full	2018/02/18	ASM294784v1	Centers for Disease Control and Prevention	GCA_002947845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/947/845/GCF_002947845.1_ASM294784v1			na
GCF_002948475.1	PRJNA224116	SAMN07977762		na	470	470	Acinetobacter baumannii	S1, AB1A2		latest	Chromosome	Major	Full	2018/02/21	ASM294847v1	University of Pittsburgh	GCA_002948475.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/948/475/GCF_002948475.1_ASM294847v1			na
GCF_002948925.1	PRJNA224116	SAMN04014919		na	470	470	Acinetobacter baumannii	AR_0078		latest	Complete Genome	Major	Full	2018/02/19	ASM294892v1	Centers for Disease Control and Prevention	GCA_002948925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/948/925/GCF_002948925.1_ASM294892v1			na
GCF_002950415.1	PRJNA224116	SAMN07977802	PUDO00000000.1	na	470	470	Acinetobacter baumannii	S21		latest	Contig	Major	Full	2018/02/26	ASM295041v1	University of Pittsburgh	GCA_002950415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/415/GCF_002950415.1_ASM295041v1			na
GCF_002950425.1	PRJNA224116	SAMN07977798	PUDK00000000.1	na	470	470	Acinetobacter baumannii	S19		latest	Contig	Major	Full	2018/02/26	ASM295042v1	University of Pittsburgh	GCA_002950425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/425/GCF_002950425.1_ASM295042v1			na
GCF_002950435.1	PRJNA224116	SAMN07977801	PUDN00000000.1	na	470	470	Acinetobacter baumannii	R20		latest	Contig	Major	Full	2018/02/26	ASM295043v1	University of Pittsburgh	GCA_002950435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/435/GCF_002950435.1_ASM295043v1			na
GCF_002950455.1	PRJNA224116	SAMN07977803	PUDP00000000.1	na	470	470	Acinetobacter baumannii	R21		latest	Contig	Major	Full	2018/02/26	ASM295045v1	University of Pittsburgh	GCA_002950455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/455/GCF_002950455.1_ASM295045v1			na
GCF_002950495.2	PRJNA224116	SAMN08364585		na	470	470	Acinetobacter baumannii	WCHAB005133		latest	Complete Genome	Major	Full	2019/08/16	ASM295049v2	West China Hospital, Sichuan University	GCA_002950495.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/495/GCF_002950495.2_ASM295049v2			na
GCF_002950515.1	PRJNA224116	SAMN07977797	PUDJ00000000.1	na	470	470	Acinetobacter baumannii	R18		latest	Scaffold	Major	Full	2018/02/26	ASM295051v1	University of Pittsburgh	GCA_002950515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/515/GCF_002950515.1_ASM295051v1			na
GCF_002950525.1	PRJNA224116	SAMN07977796	PUDI00000000.1	na	470	470	Acinetobacter baumannii	S18		latest	Scaffold	Major	Full	2018/02/26	ASM295052v1	University of Pittsburgh	GCA_002950525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/525/GCF_002950525.1_ASM295052v1			na
GCF_002950545.1	PRJNA224116	SAMN07977795	PUDH00000000.1	na	470	470	Acinetobacter baumannii	R17		latest	Scaffold	Major	Full	2018/02/26	ASM295054v1	University of Pittsburgh	GCA_002950545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/545/GCF_002950545.1_ASM295054v1			na
GCF_002950595.1	PRJNA224116	SAMN07977793	PUDF00000000.1	na	470	470	Acinetobacter baumannii	R16		latest	Contig	Major	Full	2018/02/26	ASM295059v1	University of Pittsburgh	GCA_002950595.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/595/GCF_002950595.1_ASM295059v1			na
GCF_002950615.1	PRJNA224116	SAMN07977788	PUDA00000000.1	na	470	470	Acinetobacter baumannii	S14		latest	Scaffold	Major	Full	2018/02/26	ASM295061v1	University of Pittsburgh	GCA_002950615.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/615/GCF_002950615.1_ASM295061v1			na
GCF_002950625.1	PRJNA224116	SAMN07977792	PUDE00000000.1	na	470	470	Acinetobacter baumannii	S16		latest	Contig	Major	Full	2018/02/26	ASM295062v1	University of Pittsburgh	GCA_002950625.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/625/GCF_002950625.1_ASM295062v1			na
GCF_002950655.1	PRJNA224116	SAMN07977787	PUCZ00000000.1	na	470	470	Acinetobacter baumannii	R13		latest	Scaffold	Major	Full	2018/02/26	ASM295065v1	University of Pittsburgh	GCA_002950655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/655/GCF_002950655.1_ASM295065v1			na
GCF_002950675.1	PRJNA224116	SAMN07977786	PUCY00000000.1	na	470	470	Acinetobacter baumannii	S13		latest	Scaffold	Major	Full	2018/02/26	ASM295067v1	University of Pittsburgh	GCA_002950675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/675/GCF_002950675.1_ASM295067v1			na
GCF_002950715.1	PRJNA224116	SAMN07977785	PUCX00000000.1	na	470	470	Acinetobacter baumannii	R12		latest	Contig	Major	Full	2018/02/26	ASM295071v1	University of Pittsburgh	GCA_002950715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/715/GCF_002950715.1_ASM295071v1			na
GCF_002950725.1	PRJNA224116	SAMN07977784	PUCW00000000.1	na	470	470	Acinetobacter baumannii	S12		latest	Contig	Major	Full	2018/02/26	ASM295072v1	University of Pittsburgh	GCA_002950725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/725/GCF_002950725.1_ASM295072v1			na
GCF_002950755.1	PRJNA224116	SAMN07977783	PUCV00000000.1	na	470	470	Acinetobacter baumannii	R11		latest	Scaffold	Major	Full	2018/02/26	ASM295075v1	University of Pittsburgh	GCA_002950755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/755/GCF_002950755.1_ASM295075v1			na
GCF_002950795.1	PRJNA224116	SAMN07977782	PUCU00000000.1	na	470	470	Acinetobacter baumannii	S11		latest	Scaffold	Major	Full	2018/02/26	ASM295079v1	University of Pittsburgh	GCA_002950795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/795/GCF_002950795.1_ASM295079v1			na
GCF_002950815.1	PRJNA224116	SAMN07977781	PUCT00000000.1	na	470	470	Acinetobacter baumannii	R10		latest	Contig	Major	Full	2018/02/26	ASM295081v1	University of Pittsburgh	GCA_002950815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/815/GCF_002950815.1_ASM295081v1			na
GCF_002950825.1	PRJNA224116	SAMN07977780	PUCS00000000.1	na	470	470	Acinetobacter baumannii	S10		latest	Contig	Major	Full	2018/02/26	ASM295082v1	University of Pittsburgh	GCA_002950825.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/950/825/GCF_002950825.1_ASM295082v1			na
